id,partido_id,tipo,minuto
E-1542,P-107,Gol,29
E-1543,P-107,Tarjeta Amarilla,37
E-1544,P-107,Tarjeta Amarilla,40
E-1545,P-107,Sustitución,58
E-1546,P-107,Sustitución,59
E-1547,P-107,Sustitución,63
E-1548,P-107,Sustitución,65
E-1549,P-107,Sustitución,67
E-1550,P-107,Sustitución,71
E-1551,P-107,Sustitución,73
E-1552,P-107,Sustitución,73
E-1553,P-107,Tarjeta Amarilla,73
E-1554,P-107,Sustitución,77
E-1555,P-107,Sustitución,79
E-1556,P-107,Gol,84
E-1557,P-107,Gol,87
E-1558,P-108,Gol,8
E-1559,P-108,Tarjeta Amarilla,31
E-1560,P-108,Tarjeta Amarilla,47
E-1561,P-108,Gol,49
E-1562,P-108,Sustitución,50
E-1563,P-108,Tarjeta Amarilla,52
E-1564,P-108,Sustitución,56
E-1565,P-108,Sustitución,58
E-1566,P-108,Sustitución,58
E-1567,P-108,Sustitución,60
E-1568,P-108,Sustitución,62
E-1569,P-108,Sustitución,65
E-1570,P-108,Sustitución,70
E-1571,P-108,Gol,119
E-1572,P-109,Gol,9
E-1573,P-109,Tarjeta Amarilla,29
E-1574,P-109,Gol,43
E-1575,P-109,Sustitución,50
E-1576,P-109,Sustitución,54
E-1577,P-109,Gol,54
E-1578,P-109,Sustitución,56
E-1579,P-109,Sustitución,58
E-1580,P-109,Sustitución,59
E-1581,P-109,Sustitución,60
E-1582,P-109,Sustitución,63
E-1583,P-109,Tarjeta Amarilla,67
E-1584,P-109,Tarjeta Amarilla,69
E-1585,P-109,Sustitución,71
E-1586,P-109,Sustitución,76
E-1587,P-109,Sustitución,83
E-1588,P-110,Tarjeta Amarilla,16
E-1589,P-110,Tarjeta Amarilla,22
E-1590,P-110,Tarjeta Amarilla,34
E-1591,P-110,Gol,43
E-1592,P-110,Sustitución,50
E-1593,P-110,Sustitución,50
E-1594,P-110,Sustitución,57
E-1595,P-110,Sustitución,58
E-1596,P-110,Sustitución,59
E-1597,P-110,Sustitución,60
E-1598,P-110,Sustitución,63
E-1599,P-110,Tarjeta Amarilla,89
E-1600,P-111,Gol,33
E-1601,P-111,Gol,40
E-1602,P-111,Gol,45
E-1603,P-111,Sustitución,50
E-1604,P-111,Tarjeta Amarilla,52
E-1605,P-111,Sustitución,53
E-1606,P-111,Sustitución,53
E-1607,P-111,Sustitución,54
E-1608,P-111,Sustitución,58
E-1609,P-111,Sustitución,60
E-1610,P-111,Sustitución,62
E-1611,P-111,Sustitución,64
E-1612,P-111,Gol,68
E-1613,P-111,Tarjeta Amarilla,73
E-1614,P-112,Tarjeta Amarilla,28
E-1615,P-112,Gol,34
E-1616,P-112,Sustitución,55
E-1617,P-112,Gol,55
E-1618,P-112,Sustitución,56
E-1619,P-112,Sustitución,59
E-1620,P-112,Sustitución,60
E-1621,P-112,Gol,61
E-1622,P-112,Sustitución,64
E-1623,P-112,Sustitución,68
E-1624,P-112,Sustitución,71
E-1625,P-112,Sustitución,72
E-1626,P-112,Sustitución,76
E-1627,P-112,Tarjeta Amarilla,77
E-1628,P-112,Sustitución,79
E-1629,P-113,Gol,24
E-1630,P-113,Gol,39
E-1631,P-113,Sustitución,47
E-1632,P-113,Sustitución,51
E-1633,P-113,Sustitución,55
E-1634,P-113,Sustitución,56
E-1635,P-113,Sustitución,58
E-1636,P-113,Tarjeta Amarilla,61
E-1637,P-113,Sustitución,63
E-1638,P-113,Sustitución,64
E-1639,P-113,Tarjeta Amarilla,66
E-1640,P-113,Gol,81
E-1641,P-114,Gol,4
E-1642,P-114,Tarjeta Amarilla,33
E-1643,P-114,Tarjeta Amarilla,34
E-1644,P-114,Sustitución,52
E-1645,P-114,Sustitución,56
E-1646,P-114,Sustitución,58
E-1647,P-114,Sustitución,61
E-1648,P-114,Sustitución,63
E-1649,P-114,Sustitución,64
E-1650,P-114,Sustitución,70
E-1651,P-115,Gol,7
E-1652,P-115,Tarjeta Amarilla,15
E-1653,P-115,Tarjeta Amarilla,23
E-1654,P-115,Gol,35
E-1655,P-115,Gol,35
E-1656,P-115,Tarjeta Amarilla,49
E-1657,P-115,Tarjeta Amarilla,49
E-1658,P-115,Sustitución,57
E-1659,P-115,Gol,57
E-1660,P-115,Sustitución,58
E-1661,P-115,Sustitución,59
E-1662,P-115,Sustitución,63
E-1663,P-115,Sustitución,64
E-1664,P-115,Tarjeta Amarilla,67
E-1665,P-115,Sustitución,69
E-1666,P-115,Sustitución,70
E-1667,P-115,Sustitución,76
E-1668,P-115,Sustitución,78
E-1669,P-115,Gol,107
E-1670,P-116,Gol,10
E-1671,P-116,Tarjeta Amarilla,40
E-1672,P-116,Tarjeta Amarilla,44
E-1673,P-116,Gol,50
E-1674,P-116,Sustitución,55
E-1675,P-116,Gol,56
E-1676,P-116,Sustitución,57
E-1677,P-116,Gol,57
E-1678,P-116,Sustitución,58
E-1679,P-116,Sustitución,59
E-1680,P-116,Gol,59
E-1681,P-116,Sustitución,62
E-1682,P-116,Tarjeta Amarilla,63
E-1683,P-116,Sustitución,64
E-1684,P-116,Sustitución,64
E-1685,P-116,Sustitución,69
E-1686,P-116,Gol,71
E-1687,P-116,Tarjeta Amarilla,81
E-1688,P-116,Gol,86
E-1689,P-116,Tarjeta Amarilla,88
E-1690,P-117,Tarjeta Amarilla,7
E-1691,P-117,Gol,36
E-1692,P-117,Tarjeta Amarilla,39
E-1693,P-117,Sustitución,46
E-1694,P-117,Sustitución,51
E-1695,P-117,Sustitución,52
E-1696,P-117,Sustitución,53
E-1697,P-117,Sustitución,54
E-1698,P-117,Sustitución,55
E-1699,P-117,Sustitución,55
E-1700,P-117,Sustitución,57
E-1701,P-117,Tarjeta Amarilla,75
E-1702,P-118,Tarjeta Amarilla,7
E-1703,P-118,Tarjeta Amarilla,7
E-1704,P-118,Tarjeta Amarilla,20
E-1705,P-118,Gol,28
E-1706,P-118,Gol,33
E-1707,P-118,Gol,46
E-1708,P-118,Sustitución,47
E-1709,P-118,Sustitución,51
E-1710,P-118,Sustitución,51
E-1711,P-118,Sustitución,55
E-1712,P-118,Sustitución,57
E-1713,P-118,Sustitución,59
E-1714,P-118,Tarjeta Amarilla,60
E-1715,P-118,Sustitución,63
E-1716,P-118,Sustitución,65
E-1717,P-118,Sustitución,68
E-1718,P-118,Sustitución,69
E-1719,P-118,Tarjeta Amarilla,76
E-1720,P-118,Gol,77
E-1721,P-118,Gol,78
E-1722,P-119,Gol,26
E-1723,P-119,Sustitución,54
E-1724,P-119,Sustitución,55
E-1725,P-119,Sustitución,58
E-1726,P-119,Tarjeta Amarilla,58
E-1727,P-119,Sustitución,63
E-1728,P-119,Tarjeta Amarilla,65
E-1729,P-119,Sustitución,66
E-1730,P-119,Tarjeta Amarilla,68
E-1731,P-119,Tarjeta Roja,70
E-1732,P-119,Sustitución,71
E-1733,P-119,Gol,76
E-1734,P-119,Gol,76
E-1735,P-119,Sustitución,79
E-1736,P-119,Gol,90
E-1737,P-120,Gol,12
E-1738,P-120,Tarjeta Amarilla,19
E-1739,P-120,Gol,21
E-1740,P-120,Tarjeta Amarilla,26
E-1741,P-120,Tarjeta Amarilla,30
E-1742,P-120,Sustitución,53
E-1743,P-120,Sustitución,60
E-1744,P-120,Sustitución,60
E-1745,P-120,Sustitución,62
E-1746,P-120,Sustitución,65
E-1747,P-120,Sustitución,66
E-1748,P-120,Gol,67
E-1749,P-120,Sustitución,69
E-1750,P-120,Sustitución,73
E-1751,P-120,Gol,81
E-1752,P-120,Gol,83
E-1753,P-121,Gol,6
E-1754,P-121,Tarjeta Amarilla,15
E-1755,P-121,Tarjeta Amarilla,20
E-1756,P-121,Gol,27
E-1757,P-121,Tarjeta Amarilla,37
E-1758,P-121,Tarjeta Amarilla,49
E-1759,P-121,Sustitución,50
E-1760,P-121,Sustitución,53
E-1761,P-121,Sustitución,55
E-1762,P-121,Sustitución,55
E-1763,P-121,Sustitución,57
E-1764,P-121,Sustitución,58
E-1765,P-121,Tarjeta Amarilla,58
E-1766,P-121,Sustitución,60
E-1767,P-121,Sustitución,62
E-1768,P-121,Gol,64
E-1769,P-121,Sustitución,65
E-1770,P-122,Gol,1
E-1771,P-122,Gol,9
E-1772,P-122,Tarjeta Amarilla,29
E-1773,P-122,Gol,31
E-1774,P-122,Tarjeta Amarilla,47
E-1775,P-122,Tarjeta Amarilla,50
E-1776,P-122,Gol,51
E-1777,P-122,Sustitución,56
E-1778,P-122,Sustitución,59
E-1779,P-122,Sustitución,61
E-1780,P-122,Sustitución,62
E-1781,P-122,Sustitución,68
E-1782,P-122,Sustitución,69
E-1783,P-122,Gol,70
E-1784,P-122,Sustitución,72
E-1785,P-122,Gol,72
E-1786,P-123,Tarjeta Amarilla,2
E-1787,P-123,Tarjeta Amarilla,16
E-1788,P-123,Tarjeta Amarilla,17
E-1789,P-123,Gol,18
E-1790,P-123,Gol,19
E-1791,P-123,Gol,26
E-1792,P-123,Gol,37
E-1793,P-123,Tarjeta Amarilla,50
E-1794,P-123,Sustitución,53
E-1795,P-123,Tarjeta Amarilla,54
E-1796,P-123,Sustitución,57
E-1797,P-123,Sustitución,59
E-1798,P-123,Sustitución,62
E-1799,P-123,Sustitución,63
E-1800,P-123,Sustitución,66
E-1801,P-123,Sustitución,70
E-1802,P-123,Sustitución,71
E-1803,P-123,Gol,77
E-1804,P-123,Sustitución,78
E-1805,P-123,Sustitución,81
E-1806,P-124,Tarjeta Amarilla,6
E-1807,P-124,Gol,11
E-1808,P-124,Gol,32
E-1809,P-124,Sustitución,49
E-1810,P-124,Sustitución,53
E-1811,P-124,Sustitución,54
E-1812,P-124,Sustitución,58
E-1813,P-124,Sustitución,62
E-1814,P-124,Sustitución,65
E-1815,P-124,Sustitución,67
E-1816,P-124,Gol,70
E-1817,P-124,Sustitución,73
E-1818,P-124,Sustitución,75
E-1819,P-124,Tarjeta Amarilla,79
E-1820,P-124,Sustitución,82
E-1821,P-125,Tarjeta Amarilla,22
E-1822,P-125,Gol,29
E-1823,P-125,Tarjeta Amarilla,40
E-1824,P-125,Tarjeta Amarilla,52
E-1825,P-125,Sustitución,57
E-1826,P-125,Sustitución,59
E-1827,P-125,Gol,61
E-1828,P-125,Gol,62
E-1829,P-125,Sustitución,64
E-1830,P-125,Sustitución,65
E-1831,P-125,Sustitución,71
E-1832,P-125,Sustitución,73
E-1833,P-125,Sustitución,74
E-1834,P-125,Sustitución,78
E-1835,P-125,Sustitución,81
E-1836,P-125,Tarjeta Amarilla,85
E-1837,P-125,Gol,90
E-1838,P-126,Gol,5
E-1839,P-126,Tarjeta Amarilla,20
E-1840,P-126,Gol,21
E-1841,P-126,Tarjeta Amarilla,21
E-1842,P-126,Gol,28
E-1843,P-126,Gol,30
E-1844,P-126,Tarjeta Amarilla,37
E-1845,P-126,Sustitución,48
E-1846,P-126,Tarjeta Amarilla,51
E-1847,P-126,Sustitución,52
E-1848,P-126,Sustitución,56
E-1849,P-126,Sustitución,60
E-1850,P-126,Sustitución,61
E-1851,P-126,Sustitución,63
E-1852,P-126,Tarjeta Amarilla,63
E-1853,P-126,Sustitución,64
E-1854,P-126,Sustitución,68
E-1855,P-127,Tarjeta Amarilla,9
E-1856,P-127,Tarjeta Amarilla,20
E-1857,P-127,Gol,30
E-1858,P-127,Gol,38
E-1859,P-127,Sustitución,52
E-1860,P-127,Sustitución,57
E-1861,P-127,Sustitución,59
E-1862,P-127,Sustitución,61
E-1863,P-127,Sustitución,63
E-1864,P-127,Tarjeta Amarilla,64
E-1865,P-127,Sustitución,65
E-1866,P-127,Tarjeta Roja,72
E-1867,P-127,Sustitución,73
E-1868,P-127,Tarjeta Amarilla,82
E-1869,P-127,Gol,92
