evento_id,jugador_id,rol
E-1161,KSA-8,entra
E-1162,CPV-6,sale
E-1162,CPV-16,entra
E-1163,KSA-15,amonestado
E-1164,KSA-19,sale
E-1164,KSA-14,entra
E-1165,CPV-24,autor
E-1165,CPV-16,asistencia
E-1166,KSA-10,sale
E-1166,KSA-16,entra
E-1167,CPV-24,autor
E-1168,SEN-10,amonestado
E-1169,FRA-20,autor
E-1169,FRA-5,asistencia
E-1170,SEN-2,amonestado
E-1171,FRA-20,autor
E-1171,FRA-25,asistencia
E-1172,SEN-3,sale
E-1172,SEN-8,entra
E-1173,FRA-3,sale
E-1173,FRA-9,entra
E-1174,SEN-13,sale
E-1174,SEN-26,entra
E-1175,SEN-4,amonestado
E-1176,FRA-5,sale
E-1176,FRA-8,entra
E-1177,SEN-2,sale
E-1177,SEN-9,entra
E-1178,FRA-25,sale
E-1178,FRA-22,entra
E-1179,FRA-10,sale
E-1179,FRA-17,entra
E-1180,SEN-10,sale
E-1180,SEN-5,entra
E-1181,SEN-20,sale
E-1181,SEN-16,entra
E-1182,FRA-20,autor
E-1182,FRA-2,asistencia
E-1183,IRQ-19,autor
E-1183,IRQ-9,asistencia
E-1184,IRQ-2,amonestado
E-1185,NOR-20,autor
E-1185,NOR-13,asistencia
E-1186,IRQ-8,amonestado
E-1187,NOR-22,autor
E-1187,NOR-21,asistencia
E-1188,IRQ-24,amonestado
E-1189,NOR-22,sale
E-1189,NOR-16,entra
E-1190,NOR-9,autor
E-1190,NOR-3,asistencia
E-1191,NOR-6,sale
E-1191,NOR-7,entra
E-1192,IRQ-19,sale
E-1192,IRQ-17,entra
E-1193,IRQ-8,sale
E-1193,IRQ-25,entra
E-1194,NOR-13,sale
E-1194,NOR-10,entra
E-1195,IRQ-24,sale
E-1195,IRQ-15,entra
E-1196,NOR-9,sale
E-1196,NOR-17,entra
E-1197,NOR-11,sale
E-1197,NOR-8,entra
E-1198,IRQ-21,sale
E-1198,IRQ-26,entra
E-1199,IRQ-13,sale
E-1199,IRQ-20,entra
E-1200,IRQ-17,amonestado
E-1201,NOR-10,amonestado
E-1202,ARG-10,amonestado
E-1203,AUT-22,autor
E-1203,AUT-3,asistencia
E-1204,ARG-7,autor
E-1204,ARG-13,asistencia
E-1205,ARG-20,autor
E-1205,ARG-2,asistencia
E-1206,AUT-3,sale
E-1206,AUT-6,entra
E-1207,ARG-7,sale
E-1207,ARG-6,entra
E-1208,AUT-10,sale
E-1208,AUT-19,entra
E-1209,AUT-22,sale
E-1209,AUT-9,entra
E-1210,AUT-8,sale
E-1210,AUT-18,entra
E-1211,ARG-8,sale
E-1211,ARG-5,entra
E-1212,ARG-25,sale
E-1212,ARG-19,entra
E-1213,ARG-21,sale
E-1213,ARG-14,entra
E-1214,ARG-13,sale
E-1214,ARG-18,entra
E-1215,AUT-24,autor
E-1216,ARG-5,amonestado
E-1217,JOR-21,autor
E-1217,JOR-11,asistencia
E-1218,JOR-21,autor
E-1218,JOR-22,asistencia
E-1219,ALG-25,autor
E-1220,JOR-21,sale
E-1220,JOR-25,entra
E-1221,ALG-8,amonestado
E-1222,ALG-11,amonestado
E-1223,JOR-18,sale
E-1223,JOR-17,entra
E-1224,JOR-2,sale
E-1224,JOR-8,entra
E-1225,ALG-11,sale
E-1225,ALG-3,entra
E-1226,ALG-8,sale
E-1226,ALG-4,entra
E-1227,ALG-21,sale
E-1227,ALG-16,entra
E-1228,ALG-22,sale
E-1228,ALG-26,entra
E-1229,ALG-10,autor
E-1229,ALG-25,asistencia
E-1230,ALG-5,expulsado
E-1231,JOR-8,amonestado
E-1232,POR-4,amonestado
E-1233,COL-2,amonestado
E-1234,POR-25,sale
E-1234,POR-26,entra
E-1235,POR-2,amonestado
E-1236,COL-5,sale
E-1236,COL-9,entra
E-1237,POR-20,sale
E-1237,POR-17,entra
E-1238,COL-6,sale
E-1238,COL-18,entra
E-1239,COL-11,sale
E-1239,COL-14,entra
E-1240,POR-22,sale
E-1240,POR-13,entra
E-1241,POR-10,sale
E-1241,POR-15,entra
E-1242,POR-15,amonestado
E-1243,POR-7,sale
E-1243,POR-8,entra
E-1244,COD-22,autor
E-1245,COD-8,amonestado
E-1246,COD-4,amonestado
E-1247,COD-21,autor
E-1247,COD-15,asistencia
E-1248,UZB-20,autor
E-1249,UZB-10,sale
E-1249,UZB-26,entra
E-1250,UZB-3,sale
E-1250,UZB-5,entra
E-1251,UZB-11,sale
E-1251,UZB-15,entra
E-1252,COD-4,sale
E-1252,COD-5,entra
E-1253,COD-7,sale
E-1253,COD-17,entra
E-1254,UZB-20,sale
E-1254,UZB-17,entra
E-1255,UZB-2,sale
E-1255,UZB-16,entra
E-1256,COD-25,sale
E-1256,COD-26,entra
E-1257,ENG-8,amonestado
E-1258,ENG-1,amonestado
E-1259,ENG-24,sale
E-1259,ENG-21,entra
E-1260,ENG-3,sale
E-1260,ENG-7,entra
E-1261,ENG-25,sale
E-1261,ENG-22,entra
E-1262,CRO-20,sale
E-1262,CRO-26,entra
E-1263,CRO-10,sale
E-1263,CRO-19,entra
E-1264,CRO-4,sale
E-1264,CRO-8,entra
E-1265,ENG-21,amonestado
E-1266,CRO-6,amonestado
E-1267,PAN-6,amonestado
E-1268,PAN-10,amonestado
E-1269,GHA-6,sale
E-1269,GHA-7,entra
E-1270,PAN-2,sale
E-1270,PAN-11,entra
E-1271,PAN-20,sale
E-1271,PAN-24,entra
E-1272,GHA-21,sale
E-1272,GHA-16,entra
E-1273,GHA-2,sale
E-1273,GHA-8,entra
E-1274,PAN-15,sale
E-1274,PAN-14,entra
E-1275,PAN-21,sale
E-1275,PAN-26,entra
E-1276,GHA-10,sale
E-1276,GHA-14,entra
E-1277,PAN-4,amonestado
E-1278,ITA-20,autor
E-1278,ITA-17,asistencia
E-1279,ITA-21,autor
E-1279,ITA-2,asistencia
E-1280,CHI-11,amonestado
E-1281,ITA-22,autor
E-1281,ITA-21,asistencia
E-1282,ITA-5,autor
E-1282,ITA-10,asistencia
E-1283,CHI-13,amonestado
E-1284,ITA-4,sale
E-1284,ITA-9,entra
E-1285,CHI-2,sale
E-1285,CHI-17,entra
E-1286,CHI-11,sale
E-1286,CHI-19,entra
E-1287,CHI-10,amonestado
E-1288,CHI-20,sale
E-1288,CHI-7,entra
E-1289,ITA-17,sale
E-1289,ITA-19,entra
E-1290,CHI-5,sale
E-1290,CHI-3,entra
E-1291,CHI-21,sale
E-1291,CHI-25,entra
E-1292,ITA-10,sale
E-1292,ITA-16,entra
E-1293,ITA-22,sale
E-1293,ITA-18,entra
E-1294,ITA-13,sale
E-1294,ITA-15,entra
E-1295,CHN-15,amonestado
E-1296,CHN-11,autor
E-1297,CHN-10,autor
E-1297,CHN-22,asistencia
E-1298,NGA-6,sale
E-1298,NGA-18,entra
E-1299,NGA-16,amonestado
E-1300,CHN-22,sale
E-1300,CHN-19,entra
E-1301,NGA-14,sale
E-1301,NGA-11,entra
E-1302,NGA-20,sale
E-1302,NGA-17,entra
E-1303,CHN-11,sale
E-1303,CHN-25,entra
E-1304,NGA-16,sale
E-1304,NGA-7,entra
E-1305,CHN-8,sale
E-1305,CHN-7,entra
E-1306,NGA-17,amonestado
E-1307,CHN-20,autor
E-1307,CHN-25,asistencia
E-1308,CHN-2,sale
E-1308,CHN-5,entra
E-1309,NGA-18,amonestado
E-1310,CHN-9,amonestado
E-1311,CHN-9,sale
E-1311,CHN-14,entra
E-1312,WAL-2,amonestado
E-1313,DEN-2,autor
E-1314,WAL-20,autor
E-1315,DEN-20,autor
E-1316,DEN-6,amonestado
E-1317,WAL-15,sale
E-1317,WAL-19,entra
E-1318,WAL-3,amonestado
E-1319,WAL-26,sale
E-1319,WAL-22,entra
E-1320,DEN-2,sale
E-1320,DEN-15,entra
E-1321,WAL-3,sale
E-1321,WAL-6,entra
E-1322,DEN-10,amonestado
E-1323,DEN-6,sale
E-1323,DEN-7,entra
E-1324,DEN-20,sale
E-1324,DEN-25,entra
E-1325,WAL-11,amonestado
E-1326,CMR-7,amonestado
E-1327,CMR-3,amonestado
E-1328,PER-20,sale
E-1328,PER-10,entra
E-1329,CMR-10,sale
E-1329,CMR-8,entra
E-1330,CMR-13,sale
E-1330,CMR-15,entra
E-1331,PER-24,sale
E-1331,PER-26,entra
E-1332,CMR-4,sale
E-1332,CMR-6,entra
E-1333,PER-4,sale
E-1333,PER-6,entra
E-1334,CMR-2,sale
E-1334,CMR-26,entra
E-1335,PER-16,sale
E-1335,PER-19,entra
E-1336,PER-5,sale
E-1336,PER-7,entra
E-1337,CMR-14,sale
E-1337,CMR-9,entra
E-1338,PER-17,autor
E-1339,PER-22,autor
E-1339,PER-7,asistencia
E-1340,CMR-22,autor
E-1341,POL-2,amonestado
E-1342,POL-20,sale
E-1342,POL-21,entra
E-1343,VEN-7,sale
E-1343,VEN-9,entra
E-1344,VEN-2,autor
E-1344,VEN-9,asistencia
E-1345,VEN-5,amonestado
E-1346,POL-5,sale
E-1346,POL-7,entra
E-1347,POL-10,sale
E-1347,POL-15,entra
E-1348,VEN-11,sale
E-1348,VEN-15,entra
E-1349,POL-25,sale
E-1349,POL-16,entra
E-1350,VEN-10,sale
E-1350,VEN-13,entra
E-1351,POL-21,autor
E-1351,POL-17,asistencia
E-1352,VEN-22,sale
E-1352,VEN-24,entra
E-1353,VEN-9,amonestado
E-1354,POL-16,autor
E-1355,POL-21,autor
E-1355,POL-6,asistencia
E-1356,VEN-8,expulsado
E-1357,CRC-22,autor
E-1357,CRC-14,asistencia
E-1358,MLI-2,sale
E-1358,MLI-6,entra
E-1359,MLI-10,sale
E-1359,MLI-18,entra
E-1360,CRC-14,amonestado
E-1361,MLI-17,sale
E-1361,MLI-14,entra
E-1362,CRC-7,amonestado
E-1363,CRC-20,sale
E-1363,CRC-24,entra
E-1364,MLI-3,sale
E-1364,MLI-16,entra
E-1365,CRC-4,sale
E-1365,CRC-9,entra
E-1366,CRC-10,sale
E-1366,CRC-17,entra
E-1367,MLI-9,amonestado
E-1368,MLI-14,expulsado
E-1369,CRC-14,sale
E-1369,CRC-15,entra
E-1370,CRC-11,sale
E-1370,CRC-18,entra
E-1371,CRC-24,autor
E-1371,CRC-9,asistencia
E-1372,CRC-5,amonestado
E-1373,SRB-3,amonestado
E-1374,SRB-21,autor
E-1374,SRB-9,asistencia
E-1375,UKR-2,sale
E-1375,UKR-7,entra
E-1376,UKR-9,sale
E-1376,UKR-15,entra
E-1377,SRB-4,sale
E-1377,SRB-2,entra
E-1378,UKR-4,sale
E-1378,UKR-6,entra
E-1379,SRB-22,sale
E-1379,SRB-26,entra
E-1380,UKR-8,sale
E-1380,UKR-3,entra
E-1381,SRB-13,sale
E-1381,SRB-17,entra
E-1382,SRB-3,sale
E-1382,SRB-6,entra
E-1383,UKR-11,expulsado
E-1384,SRB-10,autor
E-1384,SRB-6,asistencia
E-1385,SRB-26,amonestado
E-1386,NCL-11,amonestado
E-1387,OMA-20,amonestado
E-1388,OMA-16,amonestado
E-1389,NCL-3,amonestado
E-1390,NCL-21,sale
E-1390,NCL-6,entra
E-1391,NCL-22,sale
E-1391,NCL-9,entra
E-1392,OMA-20,sale
E-1392,OMA-21,entra
E-1393,OMA-22,sale
E-1393,OMA-26,entra
E-1394,OMA-13,sale
E-1394,OMA-14,entra
E-1395,NCL-8,sale
E-1395,NCL-7,entra
E-1396,OMA-11,sale
E-1396,OMA-17,entra
E-1397,NCL-20,sale
E-1397,NCL-24,entra
E-1398,NCL-18,sale
E-1398,NCL-19,entra
E-1399,OMA-24,sale
E-1399,OMA-18,entra
E-1400,OMA-3,amonestado
E-1401,KOR-7,amonestado
E-1402,BIH-17,amonestado
E-1403,BIH-22,sale
E-1403,BIH-5,entra
E-1404,BIH-11,amonestado
E-1405,BIH-9,sale
E-1405,BIH-6,entra
E-1406,KOR-4,sale
E-1406,KOR-6,entra
E-1407,BIH-11,sale
E-1407,BIH-26,entra
E-1408,KOR-22,sale
E-1408,KOR-21,entra
E-1409,KOR-7,sale
E-1409,KOR-13,entra
E-1410,KOR-6,expulsado
E-1411,BIH-10,autor
E-1412,KOR-20,sale
E-1412,KOR-2,entra
E-1413,KOR-11,sale
E-1413,KOR-15,entra
E-1414,BIH-26,autor
E-1415,KOR-10,autor
E-1415,KOR-3,asistencia
E-1416,BIH-26,autor
E-1416,BIH-25,asistencia
E-1417,KOR-16,amonestado
E-1418,BRA-21,sale
E-1418,BRA-2,entra
E-1419,PAR-11,sale
E-1419,PAR-16,entra
E-1420,BRA-24,sale
E-1420,BRA-25,entra
E-1421,BRA-13,sale
E-1421,BRA-15,entra
E-1422,BRA-5,sale
E-1422,BRA-9,entra
E-1423,PAR-21,sale
E-1423,PAR-18,entra
E-1424,BRA-10,sale
E-1424,BRA-17,entra
E-1425,PAR-10,sale
E-1425,PAR-15,entra
E-1426,PAR-13,amonestado
E-1427,BRA-17,amonestado
E-1428,BRA-20,autor
E-1429,GER-10,amonestado
E-1430,GER-14,amonestado
E-1431,JPN-13,sale
E-1431,JPN-11,entra
E-1432,GER-10,sale
E-1432,GER-8,entra
E-1433,GER-2,sale
E-1433,GER-5,entra
E-1434,JPN-5,sale
E-1434,JPN-8,entra
E-1435,GER-3,amonestado
E-1436,JPN-14,sale
E-1436,JPN-15,entra
E-1437,GER-13,sale
E-1437,GER-11,entra
E-1438,GER-24,sale
E-1438,GER-25,entra
E-1439,GER-25,autor
E-1439,GER-11,asistencia
E-1440,JPN-9,amonestado
E-1441,JPN-8,amonestado
E-1442,URU-3,amonestado
E-1443,URU-2,amonestado
E-1444,BEL-7,autor
E-1444,BEL-20,asistencia
E-1445,BEL-4,sale
E-1445,BEL-16,entra
E-1446,BEL-10,sale
E-1446,BEL-13,entra
E-1447,BEL-15,sale
E-1447,BEL-14,entra
E-1448,URU-25,sale
E-1448,URU-18,entra
E-1449,URU-14,sale
E-1449,URU-10,entra
E-1450,BEL-11,sale
E-1450,BEL-5,entra
E-1451,URU-3,sale
E-1451,URU-15,entra
E-1452,URU-11,sale
E-1452,URU-7,entra
E-1453,URU-20,sale
E-1453,URU-26,entra
E-1454,BEL-21,autor
E-1454,BEL-20,asistencia
E-1455,FRA-22,autor
E-1455,FRA-11,asistencia
E-1456,FRA-11,amonestado
E-1457,FRA-3,autor
E-1457,FRA-10,asistencia
E-1458,ALG-2,autor
E-1459,ALG-10,amonestado
E-1460,FRA-10,sale
E-1460,FRA-13,entra
E-1461,FRA-22,sale
E-1461,FRA-21,entra
E-1462,FRA-15,sale
E-1462,FRA-6,entra
E-1463,FRA-8,amonestado
E-1464,ALG-22,amonestado
E-1465,ALG-20,sale
E-1465,ALG-19,entra
E-1466,FRA-3,sale
E-1466,FRA-9,entra
E-1467,FRA-4,sale
E-1467,FRA-18,entra
E-1468,ALG-2,sale
E-1468,ALG-8,entra
E-1469,ALG-4,sale
E-1469,ALG-7,entra
E-1470,ALG-25,sale
E-1470,ALG-21,entra
E-1471,CRO-10,amonestado
E-1472,CRO-3,amonestado
E-1473,CRO-16,amonestado
E-1474,CRO-26,sale
E-1474,CRO-15,entra
E-1475,POR-4,sale
E-1475,POR-6,entra
E-1476,CRO-3,sale
E-1476,CRO-9,entra
E-1477,CRO-16,sale
E-1477,CRO-14,entra
E-1478,POR-10,sale
E-1478,POR-17,entra
E-1479,CRO-4,sale
E-1479,CRO-24,entra
E-1480,POR-14,sale
E-1480,POR-19,entra
E-1481,POR-2,sale
E-1481,POR-11,entra
E-1482,CRO-10,autor
E-1482,CRO-11,asistencia
E-1483,POR-16,autor
E-1483,POR-3,asistencia
E-1484,CRO-2,amonestado
E-1485,POR-17,autor
E-1485,POR-21,asistencia
E-1486,ITA-11,amonestado
E-1487,WAL-3,amonestado
E-1488,ITA-4,sale
E-1488,ITA-22,entra
E-1489,WAL-8,sale
E-1489,WAL-9,entra
E-1490,WAL-24,sale
E-1490,WAL-16,entra
E-1491,WAL-21,sale
E-1491,WAL-19,entra
E-1492,WAL-16,autor
E-1492,WAL-19,asistencia
E-1493,WAL-6,amonestado
E-1494,WAL-2,sale
E-1494,WAL-5,entra
E-1495,WAL-10,autor
E-1495,WAL-19,asistencia
E-1496,ITA-2,sale
E-1496,ITA-3,entra
E-1497,WAL-18,sale
E-1497,WAL-22,entra
E-1498,ITA-25,sale
E-1498,ITA-24,entra
E-1499,ITA-21,sale
E-1499,ITA-26,entra
E-1500,ITA-11,sale
E-1500,ITA-16,entra
E-1501,POL-11,sale
E-1501,POL-8,entra
E-1502,SRB-14,sale
E-1502,SRB-15,entra
E-1503,POL-14,sale
E-1503,POL-10,entra
E-1504,SRB-5,sale
E-1504,SRB-21,entra
E-1505,SRB-24,sale
E-1505,SRB-26,entra
E-1506,POL-13,amonestado
E-1507,POL-21,sale
E-1507,POL-16,entra
E-1508,POL-5,amonestado
E-1509,POL-8,amonestado
E-1510,POL-8,expulsado
E-1511,SRB-21,amonestado
E-1512,POL-3,autor
E-1512,POL-5,asistencia
E-1513,MEX-2,amonestado
E-1514,QAT-13,autor
E-1514,QAT-18,asistencia
E-1515,QAT-3,sale
E-1515,QAT-25,entra
E-1516,QAT-2,sale
E-1516,QAT-9,entra
E-1517,MEX-11,sale
E-1517,MEX-16,entra
E-1518,QAT-21,sale
E-1518,QAT-8,entra
E-1519,MEX-2,sale
E-1519,MEX-5,entra
E-1520,MEX-10,sale
E-1520,MEX-15,entra
E-1521,MEX-20,sale
E-1521,MEX-24,entra
E-1522,QAT-10,amonestado
E-1523,QAT-4,autor
E-1524,AUS-10,amonestado
E-1525,AUS-3,amonestado
E-1526,AUS-22,amonestado
E-1527,MAR-13,sale
E-1527,MAR-17,entra
E-1528,MAR-19,sale
E-1528,MAR-10,entra
E-1529,AUS-3,sale
E-1529,AUS-5,entra
E-1530,MAR-21,sale
E-1530,MAR-25,entra
E-1531,MAR-24,sale
E-1531,MAR-26,entra
E-1532,AUS-11,sale
E-1532,AUS-4,entra
E-1533,AUS-22,autor
E-1533,AUS-2,asistencia
E-1534,MAR-6,sale
E-1534,MAR-7,entra
E-1535,AUS-10,sale
E-1535,AUS-18,entra
E-1536,MAR-20,autor
E-1536,MAR-9,asistencia
E-1537,AUS-15,autor
E-1537,AUS-21,asistencia
E-1538,MAR-17,amonestado
E-1539,MAR-20,autor
E-1540,MAR-25,autor
E-1540,MAR-17,asistencia
E-1541,NED-6,amonestado
E-1542,ECU-24,autor
E-1543,ECU-5,amonestado
E-1544,ECU-14,amonestado
E-1545,NED-11,sale
E-1545,NED-18,entra
E-1546,ECU-22,sale
E-1546,ECU-7,entra
E-1547,NED-13,sale
E-1547,NED-16,entra
E-1548,ECU-24,sale
E-1548,ECU-26,entra
E-1549,ECU-11,sale
E-1549,ECU-13,entra
E-1550,NED-5,sale
E-1550,NED-8,entra
E-1551,NED-6,sale
E-1551,NED-9,entra
E-1552,ECU-14,sale
E-1552,ECU-18,entra
E-1553,ECU-7,amonestado
E-1554,NED-3,sale
E-1554,NED-22,entra
E-1555,ECU-10,sale
E-1555,ECU-15,entra
E-1556,ECU-6,autor
E-1556,ECU-26,asistencia
E-1557,NED-21,autor
E-1557,NED-18,asistencia
E-1558,EGY-24,autor
E-1558,EGY-13,asistencia
E-1559,ESP-2,amonestado
E-1560,EGY-3,amonestado
E-1561,ESP-4,autor
E-1561,ESP-25,asistencia
E-1562,ESP-5,sale
E-1562,ESP-6,entra
E-1563,ESP-7,amonestado
E-1564,EGY-9,sale
E-1564,EGY-22,entra
E-1565,ESP-20,sale
E-1565,ESP-26,entra
E-1566,EGY-5,sale
E-1566,EGY-19,entra
E-1567,EGY-24,sale
E-1567,EGY-26,entra
E-1568,EGY-3,sale
E-1568,EGY-6,entra
E-1569,ESP-11,sale
E-1569,ESP-17,entra
E-1570,EGY-20,sale
E-1570,EGY-25,entra
E-1571,ESP-2,autor
E-1571,ESP-26,asistencia
E-1572,NOR-21,autor
E-1572,NOR-22,asistencia
E-1573,ARG-13,amonestado
E-1574,ARG-22,autor
E-1574,ARG-21,asistencia
E-1575,NOR-20,sale
E-1575,NOR-25,entra
E-1576,NOR-5,sale
E-1576,NOR-16,entra
E-1577,NOR-13,autor
E-1577,NOR-17,asistencia
E-1578,NOR-18,sale
E-1578,NOR-24,entra
E-1579,ARG-2,sale
E-1579,ARG-9,entra
E-1580,NOR-22,sale
E-1580,NOR-26,entra
E-1581,NOR-6,sale
E-1581,NOR-7,entra
E-1582,ARG-7,sale
E-1582,ARG-17,entra
E-1583,ARG-18,amonestado
E-1584,NOR-17,amonestado
E-1585,ARG-10,sale
E-1585,ARG-16,entra
E-1586,ARG-21,sale
E-1586,ARG-14,entra
E-1587,ARG-4,sale
E-1587,ARG-8,entra
E-1588,ENG-19,amonestado
E-1589,ENG-10,amonestado
E-1590,ENG-3,amonestado
E-1591,ENG-24,autor
E-1592,ENG-14,sale
E-1592,ENG-16,entra
E-1593,COL-19,sale
E-1593,COL-9,entra
E-1594,COL-22,sale
E-1594,COL-7,entra
E-1595,ENG-24,sale
E-1595,ENG-26,entra
E-1596,ENG-19,sale
E-1596,ENG-17,entra
E-1597,ENG-21,sale
E-1597,ENG-22,entra
E-1598,COL-10,sale
E-1598,COL-13,entra
E-1599,COL-4,amonestado
E-1600,DEN-10,autor
E-1600,DEN-22,asistencia
E-1601,DEN-6,autor
E-1601,DEN-10,asistencia
E-1602,DEN-10,autor
E-1602,DEN-16,asistencia
E-1603,CHN-15,sale
E-1603,CHN-6,entra
E-1604,CHN-5,amonestado
E-1605,DEN-11,sale
E-1605,DEN-17,entra
E-1606,CHN-2,sale
E-1606,CHN-9,entra
E-1607,DEN-5,sale
E-1607,DEN-3,entra
E-1608,DEN-10,sale
E-1608,DEN-14,entra
E-1609,CHN-20,sale
E-1609,CHN-24,entra
E-1610,CHN-22,sale
E-1610,CHN-26,entra
E-1611,CHN-11,sale
E-1611,CHN-16,entra
E-1612,DEN-17,autor
E-1612,DEN-16,asistencia
E-1613,DEN-2,amonestado
E-1614,VEN-16,amonestado
E-1615,OMA-20,autor
E-1616,VEN-13,sale
E-1616,VEN-11,entra
E-1617,OMA-3,autor
E-1618,OMA-14,sale
E-1618,OMA-19,entra
E-1619,OMA-3,sale
E-1619,OMA-6,entra
E-1620,VEN-21,sale
E-1620,VEN-25,entra
E-1621,VEN-20,autor
E-1621,VEN-16,asistencia
E-1622,OMA-2,sale
E-1622,OMA-11,entra
E-1623,VEN-2,sale
E-1623,VEN-9,entra
E-1624,OMA-20,sale
E-1624,OMA-9,entra
E-1625,VEN-20,sale
E-1625,VEN-26,entra
E-1626,OMA-7,sale
E-1626,OMA-17,entra
E-1627,OMA-16,amonestado
E-1628,VEN-5,sale
E-1628,VEN-18,entra
E-1629,BRA-10,autor
E-1629,BRA-11,asistencia
E-1630,BRA-20,autor
E-1631,BRA-8,sale
E-1631,BRA-9,entra
E-1632,BIH-11,sale
E-1632,BIH-19,entra
E-1633,BRA-5,sale
E-1633,BRA-16,entra
E-1634,BIH-22,sale
E-1634,BIH-5,entra
E-1635,BIH-3,sale
E-1635,BIH-4,entra
E-1636,BRA-20,amonestado
E-1637,BRA-24,sale
E-1637,BRA-26,entra
E-1638,BRA-20,sale
E-1638,BRA-22,entra
E-1639,BIH-5,amonestado
E-1640,BRA-21,autor
E-1640,BRA-16,asistencia
E-1641,GER-10,autor
E-1642,BEL-5,amonestado
E-1643,BEL-22,amonestado
E-1644,BEL-13,sale
E-1644,BEL-14,entra
E-1645,GER-24,sale
E-1645,GER-25,entra
E-1646,BEL-22,sale
E-1646,BEL-25,entra
E-1647,GER-26,sale
E-1647,GER-15,entra
E-1648,BEL-16,sale
E-1648,BEL-26,entra
E-1649,GER-21,sale
E-1649,GER-22,entra
E-1650,BEL-6,sale
E-1650,BEL-19,entra
E-1651,POR-15,autor
E-1651,POR-13,asistencia
E-1652,POR-26,amonestado
E-1653,POR-7,amonestado
E-1654,FRA-25,autor
E-1655,FRA-26,autor
E-1655,FRA-7,asistencia
E-1656,POR-15,amonestado
E-1657,FRA-20,amonestado
E-1658,FRA-7,sale
E-1658,FRA-4,entra
E-1659,POR-26,autor
E-1659,POR-7,asistencia
E-1660,POR-13,sale
E-1660,POR-10,entra
E-1661,FRA-26,sale
E-1661,FRA-22,entra
E-1662,FRA-6,sale
E-1662,FRA-5,entra
E-1663,POR-4,sale
E-1663,POR-14,entra
E-1664,POR-8,amonestado
E-1665,POR-17,sale
E-1665,POR-11,entra
E-1666,FRA-3,sale
E-1666,FRA-17,entra
E-1667,POR-26,sale
E-1667,POR-22,entra
E-1668,POR-21,sale
E-1668,POR-20,entra
E-1669,POR-14,autor
E-1669,POR-11,asistencia
E-1670,POL-25,autor
E-1670,POL-17,asistencia
E-1671,WAL-16,amonestado
E-1672,POL-2,amonestado
E-1673,POL-20,autor
E-1673,POL-2,asistencia
E-1674,WAL-21,sale
E-1674,WAL-24,entra
E-1675,WAL-16,autor
E-1675,WAL-6,asistencia
E-1676,POL-17,sale
E-1676,POL-11,entra
E-1677,POL-25,autor
E-1677,POL-13,asistencia
E-1678,WAL-25,sale
E-1678,WAL-26,entra
E-1679,POL-25,sale
E-1679,POL-9,entra
E-1680,POL-13,autor
E-1681,POL-2,sale
E-1681,POL-6,entra
E-1682,POL-4,amonestado
E-1683,WAL-13,sale
E-1683,WAL-18,entra
E-1684,POL-3,sale
E-1684,POL-5,entra
E-1685,POL-13,sale
E-1685,POL-22,entra
E-1686,WAL-24,autor
E-1687,WAL-3,amonestado
E-1688,WAL-18,autor
E-1688,WAL-5,asistencia
E-1689,POL-10,amonestado
E-1690,QAT-17,amonestado
E-1691,MAR-20,autor
E-1691,MAR-13,asistencia
E-1692,QAT-5,amonestado
E-1693,MAR-21,sale
E-1693,MAR-24,entra
E-1694,QAT-20,sale
E-1694,QAT-13,entra
E-1695,MAR-9,sale
E-1695,MAR-25,entra
E-1696,MAR-14,sale
E-1696,MAR-17,entra
E-1697,MAR-13,sale
E-1697,MAR-10,entra
E-1698,MAR-3,sale
E-1698,MAR-8,entra
E-1699,QAT-17,sale
E-1699,QAT-18,entra
E-1700,QAT-10,sale
E-1700,QAT-14,entra
E-1701,QAT-13,amonestado
E-1702,ESP-13,amonestado
E-1703,ECU-4,amonestado
E-1704,ECU-10,amonestado
E-1705,ECU-20,autor
E-1705,ECU-10,asistencia
E-1706,ESP-16,autor
E-1706,ESP-24,asistencia
E-1707,ESP-21,autor
E-1708,ECU-20,sale
E-1708,ECU-22,entra
E-1709,ESP-21,sale
E-1709,ESP-25,entra
E-1710,ECU-4,sale
E-1710,ECU-7,entra
E-1711,ESP-11,sale
E-1711,ESP-15,entra
E-1712,ECU-14,sale
E-1712,ECU-19,entra
E-1713,ESP-16,sale
E-1713,ESP-19,entra
E-1714,ECU-19,amonestado
E-1715,ESP-2,sale
E-1715,ESP-4,entra
E-1716,ECU-10,sale
E-1716,ECU-16,entra
E-1717,ECU-26,sale
E-1717,ECU-24,entra
E-1718,ESP-8,sale
E-1718,ESP-7,entra
E-1719,ECU-11,amonestado
E-1720,ECU-22,autor
E-1721,ESP-19,autor
E-1722,ENG-5,autor
E-1722,ENG-20,asistencia
E-1723,NOR-26,sale
E-1723,NOR-19,entra
E-1724,NOR-14,sale
E-1724,NOR-18,entra
E-1725,ENG-26,sale
E-1725,ENG-7,entra
E-1726,ENG-11,amonestado
E-1727,NOR-4,sale
E-1727,NOR-7,entra
E-1728,ENG-2,amonestado
E-1729,ENG-4,sale
E-1729,ENG-9,entra
E-1730,NOR-19,amonestado
E-1731,ENG-10,expulsado
E-1732,ENG-21,sale
E-1732,ENG-25,entra
E-1733,ENG-3,autor
E-1733,ENG-25,asistencia
E-1734,NOR-22,autor
E-1735,ENG-5,sale
E-1735,ENG-24,entra
E-1736,ENG-20,autor
